season,primary_team,compared_against_team,stat_bin,difference,absolute_difference
2017,Penn State,Wisconsin,(18 | 20],-0.005882353,0.005882353
2017,Penn State,Wisconsin,(22 | 24],-0.005882353,0.005882353
2017,Penn State,Wisconsin,(28 | 30],0.005087897,0.005087897
2017,Penn State,Wisconsin,(24 | 26],0.004699121,0.004699121
2017,Penn State,Wisconsin,(32 | 34],0.004310345,0.004310345
2017,Penn State,Wisconsin,(42 | 44],0.004310345,0.004310345
2017,Penn State,Wisconsin,(64 | 66],0.004310345,0.004310345
2017,Penn State,Wisconsin,(68 | 70],0.004310345,0.004310345
2017,Penn State,Wisconsin,(78 | 80],0.004310345,0.004310345
2017,Penn State,Wisconsin,(26 | 28],-0.003921569,0.003921569
2017,Penn State,Wisconsin,(40 | 42],-0.003921569,0.003921569
2017,Penn State,Wisconsin,(16 | 18],-0.003144016,0.003144016
2017,Penn State,Wisconsin,(30 | 32],0.002349561,0.002349561
2017,Penn State,Wisconsin,(52 | 54],0.002349561,0.002349561
2017,Penn State,Wisconsin,(44 | 46],-0.001960784,0.001960784
2017,Penn State,Wisconsin,(50 | 52],-0.001960784,0.001960784
2017,Penn State,Wisconsin,(62 | 64],-0.001960784,0.001960784
2017,Penn State,Wisconsin,(66 | 68],-0.001960784,0.001960784
2017,Penn State,Wisconsin,(74 | 76],-0.001960784,0.001960784
2017,Penn State,Wisconsin,(20 | 22],0.000388776,0.000388776
2017,Penn State,Wisconsin,(-22 | -20],0,0
2017,Penn State,Wisconsin,(-20 | -18],0,0
2017,Penn State,Wisconsin,(-18 | -16],0,0
2017,Penn State,Wisconsin,(-16 | -14],0,0
2017,Penn State,Wisconsin,(-14 | -12],0,0
2017,Penn State,Wisconsin,(-12 | -10],0,0
2017,Penn State,Wisconsin,(-10 | -8],0,0
2017,Penn State,Wisconsin,(36 | 38],0,0
2017,Penn State,Wisconsin,(38 | 40],0,0
2017,Penn State,Wisconsin,(46 | 48],0,0
2017,Penn State,Wisconsin,(48 | 50],0,0
2017,Penn State,Wisconsin,(54 | 56],0,0
2017,Penn State,Wisconsin,(56 | 58],0,0
2017,Penn State,Wisconsin,(58 | 60],0,0
2017,Penn State,Wisconsin,(60 | 62],0,0
2017,Penn State,Wisconsin,(70 | 72],0,0
2017,Penn State,Wisconsin,(72 | 74],0,0
2017,Penn State,Wisconsin,(76 | 78],0,0
2017,Penn State,Wisconsin,(80 | 82],0,0
2017,Penn State,Wisconsin,(82 | 84],0,0
2017,Penn State,Wisconsin,(84 | 86],0,0
2017,Penn State,Wisconsin,(86 | 88],0,0
2017,Penn State,Wisconsin,(88 | 90],0,0
2017,Penn State,Wisconsin,(90 | 92],0,0
2017,Penn State,Wisconsin,(92 | 94],0,0
2017,Penn State,Wisconsin,(94 | 96],0,0
2017,Penn State,Wisconsin,(96 | 98],0,0
2017,Wisconsin,Iowa,(-4 | -2],-0.035137255,0.035137255
2017,Wisconsin,Iowa,(6 | 8],0.019764706,0.019764706
2017,Wisconsin,Iowa,(12 | 14],0.016235294,0.016235294
2017,Wisconsin,Iowa,(2 | 4],-0.016156863,0.016156863
2017,Wisconsin,Iowa,(0 | 2],-0.012392157,0.012392157
2017,Wisconsin,Iowa,(16 | 18],0.009098039,0.009098039
2017,Wisconsin,Iowa,(18 | 20],-0.00745098,0.00745098
2017,Wisconsin,Iowa,(14 | 16],0.006431373,0.006431373
2017,Wisconsin,Iowa,(10 | 12],0.006352941,0.006352941
2017,Wisconsin,Iowa,(4 | 6],0.006117647,0.006117647
2017,Wisconsin,Iowa,(34 | 36],-0.005333333,0.005333333
2017,Wisconsin,Iowa,(26 | 28],0.003921569,0.003921569
2017,Wisconsin,Iowa,(40 | 42],0.003921569,0.003921569
2017,Wisconsin,Iowa,(32 | 34],-0.002666667,0.002666667
2017,Wisconsin,Iowa,(56 | 58],-0.002666667,0.002666667
2017,Wisconsin,Iowa,(30 | 32],0.001960784,0.001960784
2017,Wisconsin,Iowa,(44 | 46],0.001960784,0.001960784
2017,Wisconsin,Iowa,(50 | 52],0.001960784,0.001960784
2017,Wisconsin,Iowa,(62 | 64],0.001960784,0.001960784
2017,Wisconsin,Iowa,(66 | 68],0.001960784,0.001960784
2017,Wisconsin,Iowa,(74 | 76],0.001960784,0.001960784
2017,Wisconsin,Iowa,(20 | 22],-0.001411764,0.001411764
2017,Wisconsin,Iowa,(24 | 26],0.001254902,0.001254902
2017,Wisconsin,Iowa,(8 | 10],-0.000941176,0.000941176
2017,Wisconsin,Iowa,(52 | 54],-0.000705883,0.000705883
2017,Wisconsin,Iowa,(22 | 24],0.00054902,0.00054902
2017,Wisconsin,Iowa,(-2 | 0],-0.000235294,0.000235294
2017,Wisconsin,Iowa,(-6 | -4],-0.000156863,0.000156863
2017,Wisconsin,Iowa,(28 | 30],-0.000156863,0.000156863
2017,Wisconsin,Iowa,(-22 | -20],0,0
2017,Wisconsin,Iowa,(-20 | -18],0,0
2017,Wisconsin,Iowa,(-18 | -16],0,0
2017,Wisconsin,Iowa,(-16 | -14],0,0
2017,Wisconsin,Iowa,(-14 | -12],0,0
2017,Wisconsin,Iowa,(-12 | -10],0,0
2017,Wisconsin,Iowa,(-10 | -8],0,0
2017,Wisconsin,Iowa,(-8 | -6],0,0
2017,Wisconsin,Iowa,(36 | 38],0,0
2017,Wisconsin,Iowa,(38 | 40],0,0
2017,Wisconsin,Iowa,(42 | 44],0,0
2017,Wisconsin,Iowa,(46 | 48],0,0
2017,Wisconsin,Iowa,(48 | 50],0,0
2017,Wisconsin,Iowa,(54 | 56],0,0
2017,Wisconsin,Iowa,(58 | 60],0,0
2017,Wisconsin,Iowa,(60 | 62],0,0
2017,Wisconsin,Iowa,(64 | 66],0,0
2017,Wisconsin,Iowa,(68 | 70],0,0
2017,Wisconsin,Iowa,(70 | 72],0,0
2017,Wisconsin,Iowa,(72 | 74],0,0
2017,Wisconsin,Iowa,(76 | 78],0,0
2017,Wisconsin,Iowa,(78 | 80],0,0
2017,Wisconsin,Iowa,(80 | 82],0,0
2017,Wisconsin,Iowa,(82 | 84],0,0
2017,Wisconsin,Iowa,(84 | 86],0,0
2017,Wisconsin,Iowa,(86 | 88],0,0
2017,Wisconsin,Iowa,(88 | 90],0,0
2017,Wisconsin,Iowa,(90 | 92],0,0
2017,Wisconsin,Iowa,(92 | 94],0,0
2017,Wisconsin,Iowa,(94 | 96],0,0
2017,Wisconsin,Iowa,(96 | 98],0,0
2017,Wisconsin,Michigan,(4 | 6],0.03791742,0.03791742
2017,Wisconsin,Michigan,(2 | 4],-0.034477682,0.034477682
2017,Wisconsin,Michigan,(6 | 8],0.030649803,0.030649803
2017,Wisconsin,Michigan,(-4 | -2],-0.027665127,0.027665127
2017,Wisconsin,Michigan,(8 | 10],-0.021200562,0.021200562
2017,Wisconsin,Michigan,(10 | 12],0.018302884,0.018302884
2017,Wisconsin,Michigan,(14 | 16],-0.00871311,0.00871311
2017,Wisconsin,Michigan,(48 | 50],-0.006825939,0.006825939
2017,Wisconsin,Michigan,(58 | 60],-0.006825939,0.006825939
2017,Wisconsin,Michigan,(-6 | -4],-0.00580874,0.00580874
2017,Wisconsin,Michigan,(16 | 18],0.004938767,0.004938767
2017,Wisconsin,Michigan,(0 | 2],0.004590778,0.004590778
2017,Wisconsin,Michigan,(28 | 30],0.004430168,0.004430168
2017,Wisconsin,Michigan,(26 | 28],0.003921569,0.003921569
2017,Wisconsin,Michigan,(40 | 42],0.003921569,0.003921569
2017,Wisconsin,Michigan,(-8 | -6],-0.003412969,0.003412969
2017,Wisconsin,Michigan,(34 | 36],-0.003412969,0.003412969
2017,Wisconsin,Michigan,(46 | 48],-0.003412969,0.003412969
2017,Wisconsin,Michigan,(76 | 78],-0.003412969,0.003412969
2017,Wisconsin,Michigan,(-2 | 0],0.002549689,0.002549689
2017,Wisconsin,Michigan,(18 | 20],0.002469384,0.002469384
2017,Wisconsin,Michigan,(22 | 24],0.002469384,0.002469384
2017,Wisconsin,Michigan,(44 | 46],0.001960784,0.001960784
2017,Wisconsin,Michigan,(50 | 52],0.001960784,0.001960784
2017,Wisconsin,Michigan,(52 | 54],0.001960784,0.001960784
2017,Wisconsin,Michigan,(62 | 64],0.001960784,0.001960784
2017,Wisconsin,Michigan,(74 | 76],0.001960784,0.001960784
2017,Wisconsin,Michigan,(30 | 32],-0.001452185,0.001452185
2017,Wisconsin,Michigan,(66 | 68],-0.001452185,0.001452185
2017,Wisconsin,Michigan,(12 | 14],0.001090811,0.001090811
2017,Wisconsin,Michigan,(20 | 22],0.0005086,0.0005086
2017,Wisconsin,Michigan,(24 | 26],0.0005086,0.0005086
2017,Wisconsin,Michigan,(-22 | -20],0,0
2017,Wisconsin,Michigan,(-20 | -18],0,0
2017,Wisconsin,Michigan,(-18 | -16],0,0
2017,Wisconsin,Michigan,(-16 | -14],0,0
2017,Wisconsin,Michigan,(-14 | -12],0,0
2017,Wisconsin,Michigan,(-12 | -10],0,0
2017,Wisconsin,Michigan,(-10 | -8],0,0
2017,Wisconsin,Michigan,(32 | 34],0,0
2017,Wisconsin,Michigan,(36 | 38],0,0
2017,Wisconsin,Michigan,(38 | 40],0,0
2017,Wisconsin,Michigan,(42 | 44],0,0
2017,Wisconsin,Michigan,(54 | 56],0,0
2017,Wisconsin,Michigan,(56 | 58],0,0
2017,Wisconsin,Michigan,(60 | 62],0,0
2017,Wisconsin,Michigan,(64 | 66],0,0
2017,Wisconsin,Michigan,(68 | 70],0,0
2017,Wisconsin,Michigan,(70 | 72],0,0
2017,Wisconsin,Michigan,(72 | 74],0,0
2017,Wisconsin,Michigan,(78 | 80],0,0
2017,Wisconsin,Michigan,(80 | 82],0,0
2017,Wisconsin,Michigan,(82 | 84],0,0
2017,Wisconsin,Michigan,(84 | 86],0,0
2017,Wisconsin,Michigan,(86 | 88],0,0
2017,Wisconsin,Michigan,(88 | 90],0,0
2017,Wisconsin,Michigan,(90 | 92],0,0
2017,Wisconsin,Michigan,(92 | 94],0,0
2017,Wisconsin,Michigan,(94 | 96],0,0
2017,Wisconsin,Michigan,(96 | 98],0,0
2017,Wisconsin,Michigan State,(2 | 4],-0.091250519,0.091250519
2017,Wisconsin,Michigan State,(-2 | 0],-0.054398436,0.054398436
2017,Wisconsin,Michigan State,(10 | 12],0.033913868,0.033913868
2017,Wisconsin,Michigan State,(4 | 6],0.033896096,0.033896096
2017,Wisconsin,Michigan State,(6 | 8],0.024050708,0.024050708
2017,Wisconsin,Michigan State,(0 | 2],0.017190925,0.017190925
2017,Wisconsin,Michigan State,(12 | 14],0.009484035,0.009484035
2017,Wisconsin,Michigan State,(28 | 30],0.007843137,0.007843137
2017,Wisconsin,Michigan State,(24 | 26],0.003921569,0.003921569
2017,Wisconsin,Michigan State,(26 | 28],0.003921569,0.003921569
2017,Wisconsin,Michigan State,(40 | 42],0.003921569,0.003921569
2017,Wisconsin,Michigan State,(-4 | -2],-0.00366092,0.00366092
2017,Wisconsin,Michigan State,(32 | 34],-0.003021148,0.003021148
2017,Wisconsin,Michigan State,(42 | 44],-0.003021148,0.003021148
2017,Wisconsin,Michigan State,(48 | 50],-0.003021148,0.003021148
2017,Wisconsin,Michigan State,(14 | 16],0.002701262,0.002701262
2017,Wisconsin,Michigan State,(16 | 18],0.002701262,0.002701262
2017,Wisconsin,Michigan State,(30 | 32],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(44 | 46],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(50 | 52],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(52 | 54],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(62 | 64],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(66 | 68],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(74 | 76],0.001960784,0.001960784
2017,Wisconsin,Michigan State,(-6 | -4],0.001800841,0.001800841
2017,Wisconsin,Michigan State,(8 | 10],-0.001279545,0.001279545
2017,Wisconsin,Michigan State,(20 | 22],0.000900421,0.000900421
2017,Wisconsin,Michigan State,(18 | 20],-0.000159943,0.000159943
2017,Wisconsin,Michigan State,(22 | 24],-0.000159943,0.000159943
2017,Wisconsin,Michigan State,(-22 | -20],0,0
2017,Wisconsin,Michigan State,(-20 | -18],0,0
2017,Wisconsin,Michigan State,(-18 | -16],0,0
2017,Wisconsin,Michigan State,(-16 | -14],0,0
2017,Wisconsin,Michigan State,(-14 | -12],0,0
2017,Wisconsin,Michigan State,(-12 | -10],0,0
2017,Wisconsin,Michigan State,(-10 | -8],0,0
2017,Wisconsin,Michigan State,(-8 | -6],0,0
2017,Wisconsin,Michigan State,(34 | 36],0,0
2017,Wisconsin,Michigan State,(36 | 38],0,0
2017,Wisconsin,Michigan State,(38 | 40],0,0
2017,Wisconsin,Michigan State,(46 | 48],0,0
2017,Wisconsin,Michigan State,(54 | 56],0,0
2017,Wisconsin,Michigan State,(56 | 58],0,0
2017,Wisconsin,Michigan State,(58 | 60],0,0
2017,Wisconsin,Michigan State,(60 | 62],0,0
2017,Wisconsin,Michigan State,(64 | 66],0,0
2017,Wisconsin,Michigan State,(68 | 70],0,0
2017,Wisconsin,Michigan State,(70 | 72],0,0
2017,Wisconsin,Michigan State,(72 | 74],0,0
2017,Wisconsin,Michigan State,(76 | 78],0,0
2017,Wisconsin,Michigan State,(78 | 80],0,0
2017,Wisconsin,Michigan State,(80 | 82],0,0
2017,Wisconsin,Michigan State,(82 | 84],0,0
2017,Wisconsin,Michigan State,(84 | 86],0,0
2017,Wisconsin,Michigan State,(86 | 88],0,0
2017,Wisconsin,Michigan State,(88 | 90],0,0
2017,Wisconsin,Michigan State,(90 | 92],0,0
2017,Wisconsin,Michigan State,(92 | 94],0,0
2017,Wisconsin,Michigan State,(94 | 96],0,0
2017,Wisconsin,Michigan State,(96 | 98],0,0
2017,Wisconsin,Ohio State,(2 | 4],-0.046647881,0.046647881
2017,Wisconsin,Ohio State,(0 | 2],0.0339791,0.0339791
2017,Wisconsin,Ohio State,(-2 | 0],0.033920395,0.033920395
2017,Wisconsin,Ohio State,(4 | 6],-0.015862393,0.015862393
2017,Wisconsin,Ohio State,(34 | 36],-0.01497006,0.01497006
2017,Wisconsin,Ohio State,(-4 | -2],0.011553364,0.011553364
2017,Wisconsin,Ohio State,(6 | 8],-0.011388986,0.011388986
2017,Wisconsin,Ohio State,(20 | 22],-0.008054479,0.008054479
2017,Wisconsin,Ohio State,(-6 | -4],0.007843137,0.007843137
2017,Wisconsin,Ohio State,(28 | 30],0.007843137,0.007843137
2017,Wisconsin,Ohio State,(18 | 20],0.005882353,0.005882353
2017,Wisconsin,Ohio State,(10 | 12],0.004109428,0.004109428
2017,Wisconsin,Ohio State,(50 | 52],-0.00402724,0.00402724
2017,Wisconsin,Ohio State,(40 | 42],0.003921569,0.003921569
2017,Wisconsin,Ohio State,(-8 | -6],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(32 | 34],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(42 | 44],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(46 | 48],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(76 | 78],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(80 | 82],-0.002994012,0.002994012
2017,Wisconsin,Ohio State,(14 | 16],0.00278267,0.00278267
2017,Wisconsin,Ohio State,(16 | 18],0.00278267,0.00278267
2017,Wisconsin,Ohio State,(12 | 14],-0.002383469,0.002383469
2017,Wisconsin,Ohio State,(24 | 26],-0.002066455,0.002066455
2017,Wisconsin,Ohio State,(30 | 32],0.001960784,0.001960784
2017,Wisconsin,Ohio State,(44 | 46],0.001960784,0.001960784
2017,Wisconsin,Ohio State,(62 | 64],0.001960784,0.001960784
2017,Wisconsin,Ohio State,(66 | 68],0.001960784,0.001960784
2017,Wisconsin,Ohio State,(74 | 76],0.001960784,0.001960784
2017,Wisconsin,Ohio State,(52 | 54],-0.001033228,0.001033228
2017,Wisconsin,Ohio State,(26 | 28],0.000927557,0.000927557
2017,Wisconsin,Ohio State,(8 | 10],-0.000845368,0.000845368
2017,Wisconsin,Ohio State,(22 | 24],-0.000105671,0.000105671
2017,Wisconsin,Ohio State,(-22 | -20],0,0
2017,Wisconsin,Ohio State,(-20 | -18],0,0
2017,Wisconsin,Ohio State,(-18 | -16],0,0
2017,Wisconsin,Ohio State,(-16 | -14],0,0
2017,Wisconsin,Ohio State,(-14 | -12],0,0
2017,Wisconsin,Ohio State,(-12 | -10],0,0
2017,Wisconsin,Ohio State,(-10 | -8],0,0
2017,Wisconsin,Ohio State,(36 | 38],0,0
2017,Wisconsin,Ohio State,(38 | 40],0,0
2017,Wisconsin,Ohio State,(48 | 50],0,0
2017,Wisconsin,Ohio State,(54 | 56],0,0
2017,Wisconsin,Ohio State,(56 | 58],0,0
2017,Wisconsin,Ohio State,(58 | 60],0,0
2017,Wisconsin,Ohio State,(60 | 62],0,0
2017,Wisconsin,Ohio State,(64 | 66],0,0
2017,Wisconsin,Ohio State,(68 | 70],0,0
2017,Wisconsin,Ohio State,(70 | 72],0,0
2017,Wisconsin,Ohio State,(72 | 74],0,0
2017,Wisconsin,Ohio State,(78 | 80],0,0
2017,Wisconsin,Ohio State,(82 | 84],0,0
2017,Wisconsin,Ohio State,(84 | 86],0,0
2017,Wisconsin,Ohio State,(86 | 88],0,0
2017,Wisconsin,Ohio State,(88 | 90],0,0
2017,Wisconsin,Ohio State,(90 | 92],0,0
2017,Wisconsin,Ohio State,(92 | 94],0,0
2017,Wisconsin,Ohio State,(94 | 96],0,0
2017,Wisconsin,Ohio State,(96 | 98],0,0
2017,Wisconsin,Penn State,(-4 | -2],-0.045436105,0.045436105
2017,Wisconsin,Penn State,(2 | 4],0.044050034,0.044050034
2017,Wisconsin,Penn State,(-6 | -4],-0.043881001,0.043881001
2017,Wisconsin,Penn State,(-2 | 0],0.038488844,0.038488844
2017,Wisconsin,Penn State,(4 | 6],0.031473969,0.031473969
2017,Wisconsin,Penn State,(-8 | -6],-0.030172414,0.030172414
2017,Wisconsin,Penn State,(6 | 8],-0.029327248,0.029327248
2017,Wisconsin,Penn State,(12 | 14],0.017258282,0.017258282
2017,Wisconsin,Penn State,(8 | 10],0.01688641,0.01688641
2017,Wisconsin,Penn State,(10 | 12],0.014536849,0.014536849
2017,Wisconsin,Penn State,(14 | 16],-0.014097363,0.014097363
2017,Wisconsin,Penn State,(0 | 2],0.012711291,0.012711291
2017,Wisconsin,Penn State,(34 | 36],-0.00862069,0.00862069
2017,Wisconsin,Penn State,(18 | 20],0.005882353,0.005882353
2017,Wisconsin,Penn State,(22 | 24],0.005882353,0.005882353
2017,Wisconsin,Penn State,(28 | 30],-0.005087897,0.005087897
2017,Wisconsin,Penn State,(24 | 26],-0.004699121,0.004699121
2017,Wisconsin,Penn State,(32 | 34],-0.004310345,0.004310345
2017,Wisconsin,Penn State,(42 | 44],-0.004310345,0.004310345
2017,Wisconsin,Penn State,(64 | 66],-0.004310345,0.004310345
2017,Wisconsin,Penn State,(68 | 70],-0.004310345,0.004310345
2017,Wisconsin,Penn State,(78 | 80],-0.004310345,0.004310345
2017,Wisconsin,Penn State,(26 | 28],0.003921569,0.003921569
2017,Wisconsin,Penn State,(40 | 42],0.003921569,0.003921569
2017,Wisconsin,Penn State,(16 | 18],0.003144016,0.003144016
2017,Wisconsin,Penn State,(30 | 32],-0.002349561,0.002349561
2017,Wisconsin,Penn State,(52 | 54],-0.002349561,0.002349561
2017,Wisconsin,Penn State,(44 | 46],0.001960784,0.001960784
2017,Wisconsin,Penn State,(50 | 52],0.001960784,0.001960784
2017,Wisconsin,Penn State,(62 | 64],0.001960784,0.001960784
2017,Wisconsin,Penn State,(66 | 68],0.001960784,0.001960784
2017,Wisconsin,Penn State,(74 | 76],0.001960784,0.001960784
2017,Wisconsin,Penn State,(20 | 22],-0.000388776,0.000388776
2017,Wisconsin,Penn State,(-22 | -20],0,0
2017,Wisconsin,Penn State,(-20 | -18],0,0
2017,Wisconsin,Penn State,(-18 | -16],0,0
2017,Wisconsin,Penn State,(-16 | -14],0,0
2017,Wisconsin,Penn State,(-14 | -12],0,0
2017,Wisconsin,Penn State,(-12 | -10],0,0
2017,Wisconsin,Penn State,(-10 | -8],0,0
2017,Wisconsin,Penn State,(36 | 38],0,0
2017,Wisconsin,Penn State,(38 | 40],0,0
2017,Wisconsin,Penn State,(46 | 48],0,0
2017,Wisconsin,Penn State,(48 | 50],0,0
2017,Wisconsin,Penn State,(54 | 56],0,0
2017,Wisconsin,Penn State,(56 | 58],0,0
2017,Wisconsin,Penn State,(58 | 60],0,0
2017,Wisconsin,Penn State,(60 | 62],0,0
2017,Wisconsin,Penn State,(70 | 72],0,0
2017,Wisconsin,Penn State,(72 | 74],0,0
2017,Wisconsin,Penn State,(76 | 78],0,0
2017,Wisconsin,Penn State,(80 | 82],0,0
2017,Wisconsin,Penn State,(82 | 84],0,0
2017,Wisconsin,Penn State,(84 | 86],0,0
2017,Wisconsin,Penn State,(86 | 88],0,0
2017,Wisconsin,Penn State,(88 | 90],0,0
2017,Wisconsin,Penn State,(90 | 92],0,0
2017,Wisconsin,Penn State,(92 | 94],0,0
2017,Wisconsin,Penn State,(94 | 96],0,0
2017,Wisconsin,Penn State,(96 | 98],0,0
2018,Iowa,Michigan,(2 | 4],-0.033995844,0.033995844
2018,Iowa,Michigan,(0 | 2],0.032810252,0.032810252
2018,Iowa,Michigan,(10 | 12],0.02259951,0.02259951
2018,Iowa,Michigan,(-2 | 0],-0.017644003,0.017644003
2018,Iowa,Michigan,(4 | 6],0.012368785,0.012368785
2018,Iowa,Michigan,(8 | 10],0.011795972,0.011795972
2018,Iowa,Michigan,(6 | 8],0.008465657,0.008465657
2018,Iowa,Michigan,(24 | 26],-0.007832898,0.007832898
2018,Iowa,Michigan,(26 | 28],-0.007832898,0.007832898
2018,Iowa,Michigan,(16 | 18],-0.005461714,0.005461714
2018,Iowa,Michigan,(42 | 44],-0.005221932,0.005221932
2018,Iowa,Michigan,(-6 | -4],0.004922204,0.004922204
2018,Iowa,Michigan,(-4 | -2],-0.00339026,0.00339026
2018,Iowa,Michigan,(12 | 14],-0.00297064,0.00297064
2018,Iowa,Michigan,(34 | 36],-0.002610966,0.002610966
2018,Iowa,Michigan,(36 | 38],-0.002610966,0.002610966
2018,Iowa,Michigan,(44 | 46],-0.002610966,0.002610966
2018,Iowa,Michigan,(48 | 50],-0.002610966,0.002610966
2018,Iowa,Michigan,(60 | 62],-0.002610966,0.002610966
2018,Iowa,Michigan,(66 | 68],-0.002610966,0.002610966
2018,Iowa,Michigan,(38 | 40],0.00255102,0.00255102
2018,Iowa,Michigan,(22 | 24],0.002491075,0.002491075
2018,Iowa,Michigan,(14 | 16],0.002311238,0.002311238
2018,Iowa,Michigan,(18 | 20],-0.000179837,0.000179837
2018,Iowa,Michigan,(28 | 30],-5.99E-05,5.99E-05
2018,Iowa,Michigan,(30 | 32],-5.99E-05,5.99E-05
2018,Iowa,Michigan,(-22 | -20],0,0
2018,Iowa,Michigan,(-20 | -18],0,0
2018,Iowa,Michigan,(-18 | -16],0,0
2018,Iowa,Michigan,(-16 | -14],0,0
2018,Iowa,Michigan,(-14 | -12],0,0
2018,Iowa,Michigan,(-12 | -10],0,0
2018,Iowa,Michigan,(-10 | -8],0,0
2018,Iowa,Michigan,(-8 | -6],0,0
2018,Iowa,Michigan,(20 | 22],0,0
2018,Iowa,Michigan,(32 | 34],0,0
2018,Iowa,Michigan,(40 | 42],0,0
2018,Iowa,Michigan,(46 | 48],0,0
2018,Iowa,Michigan,(50 | 52],0,0
2018,Iowa,Michigan,(52 | 54],0,0
2018,Iowa,Michigan,(54 | 56],0,0
2018,Iowa,Michigan,(56 | 58],0,0
2018,Iowa,Michigan,(58 | 60],0,0
2018,Iowa,Michigan,(62 | 64],0,0
2018,Iowa,Michigan,(64 | 66],0,0
2018,Iowa,Michigan,(68 | 70],0,0
2018,Iowa,Michigan,(70 | 72],0,0
2018,Iowa,Michigan,(72 | 74],0,0
2018,Iowa,Michigan,(74 | 76],0,0
2018,Iowa,Michigan,(76 | 78],0,0
2018,Iowa,Michigan,(78 | 80],0,0
2018,Iowa,Michigan,(80 | 82],0,0
2018,Iowa,Michigan,(82 | 84],0,0
2018,Iowa,Michigan,(84 | 86],0,0
2018,Iowa,Michigan,(86 | 88],0,0
2018,Iowa,Michigan,(88 | 90],0,0
2018,Iowa,Michigan,(90 | 92],0,0
2018,Iowa,Michigan,(92 | 94],0,0
2018,Iowa,Michigan,(94 | 96],0,0
2018,Iowa,Michigan,(96 | 98],0,0
2018,Iowa,Michigan State,(2 | 4],-0.083494995,0.083494995
2018,Iowa,Michigan State,(6 | 8],0.038556297,0.038556297
2018,Iowa,Michigan State,(10 | 12],0.034463025,0.034463025
2018,Iowa,Michigan State,(-2 | 0],-0.029884768,0.029884768
2018,Iowa,Michigan State,(8 | 10],0.015548615,0.015548615
2018,Iowa,Michigan State,(14 | 16],0.008952821,0.008952821
2018,Iowa,Michigan State,(0 | 2],0.008050749,0.008050749
2018,Iowa,Michigan State,(12 | 14],0.007701559,0.007701559
2018,Iowa,Michigan State,(18 | 20],0.007653061,0.007653061
2018,Iowa,Michigan State,(24 | 26],-0.007604563,0.007604563
2018,Iowa,Michigan State,(26 | 28],-0.007604563,0.007604563
2018,Iowa,Michigan State,(-6 | -4],0.005150539,0.005150539
2018,Iowa,Michigan State,(22 | 24],0.005102041,0.005102041
2018,Iowa,Michigan State,(-4 | -2],-0.004859549,0.004859549
2018,Iowa,Michigan State,(4 | 6],-0.00418057,0.00418057
2018,Iowa,Michigan State,(78 | 80],-0.003802281,0.003802281
2018,Iowa,Michigan State,(16 | 18],0.002599519,0.002599519
2018,Iowa,Michigan State,(28 | 30],0.00255102,0.00255102
2018,Iowa,Michigan State,(30 | 32],0.00255102,0.00255102
2018,Iowa,Michigan State,(38 | 40],0.00255102,0.00255102
2018,Iowa,Michigan State,(-22 | -20],0,0
2018,Iowa,Michigan State,(-20 | -18],0,0
2018,Iowa,Michigan State,(-18 | -16],0,0
2018,Iowa,Michigan State,(-16 | -14],0,0
2018,Iowa,Michigan State,(-14 | -12],0,0
2018,Iowa,Michigan State,(-12 | -10],0,0
2018,Iowa,Michigan State,(-10 | -8],0,0
2018,Iowa,Michigan State,(-8 | -6],0,0
2018,Iowa,Michigan State,(20 | 22],0,0
2018,Iowa,Michigan State,(32 | 34],0,0
2018,Iowa,Michigan State,(34 | 36],0,0
2018,Iowa,Michigan State,(36 | 38],0,0
2018,Iowa,Michigan State,(40 | 42],0,0
2018,Iowa,Michigan State,(42 | 44],0,0
2018,Iowa,Michigan State,(44 | 46],0,0
2018,Iowa,Michigan State,(46 | 48],0,0
2018,Iowa,Michigan State,(48 | 50],0,0
2018,Iowa,Michigan State,(50 | 52],0,0
2018,Iowa,Michigan State,(52 | 54],0,0
2018,Iowa,Michigan State,(54 | 56],0,0
2018,Iowa,Michigan State,(56 | 58],0,0
2018,Iowa,Michigan State,(58 | 60],0,0
2018,Iowa,Michigan State,(60 | 62],0,0
2018,Iowa,Michigan State,(62 | 64],0,0
2018,Iowa,Michigan State,(64 | 66],0,0
2018,Iowa,Michigan State,(66 | 68],0,0
2018,Iowa,Michigan State,(68 | 70],0,0
2018,Iowa,Michigan State,(70 | 72],0,0
2018,Iowa,Michigan State,(72 | 74],0,0
2018,Iowa,Michigan State,(74 | 76],0,0
2018,Iowa,Michigan State,(76 | 78],0,0
2018,Iowa,Michigan State,(80 | 82],0,0
2018,Iowa,Michigan State,(82 | 84],0,0
2018,Iowa,Michigan State,(84 | 86],0,0
2018,Iowa,Michigan State,(86 | 88],0,0
2018,Iowa,Michigan State,(88 | 90],0,0
